TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
440712	C1orf186 (chromosome 1 open reading frame 186)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55192	DNAJC17 (DnaJ heat shock protein family (Hsp40) member C17)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
51380	CSAD (cysteine sulfinic acid decarboxylase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6261	RYR1 (ryanodine receptor 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79783	SUGCT (succinyl-CoA:glutarate-CoA transferase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
119	ADD2 (adducin 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
10966	RAB40B (RAB40B, member RAS oncogene family)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23137	SMC5 (structural maintenance of chromosomes 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
89797	NAV2 (neuron navigator 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
56901	NDUFA4L2 (NDUFA4, mitochondrial complex associated like 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
28755	TRAC (T-cell receptor alpha constant)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
25800	SLC39A6 (solute carrier family 39 member 6)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6892	TAPBP (TAP binding protein)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4589	MUC7 (mucin 7, secreted)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
51257	MARCH2 (membrane associated ring-CH-type finger 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
64327	LMBR1 (limb development membrane protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
64236	PDLIM2 (PDZ and LIM domain 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
54884	RETSAT (retinol saturase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5627	PROS1 (protein S (alpha))	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
151188	ARL6IP6 (ADP ribosylation factor like GTPase 6 interacting protein 6)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1628	DBP (D-box binding PAR bZIP transcription factor)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79364	ZXDC (ZXD family zinc finger C)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
93474	ZNF670 (zinc finger protein 670)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
22868	FASTKD2 (FAST kinase domains 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
80174	DBF4B (DBF4 zinc finger B)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
11202	KLK8 (kallikrein related peptidase 8)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
25949	SYF2 (SYF2 pre-mRNA splicing factor)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3017	HIST1H2BD (histone cluster 1 H2B family member d)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4832	NME3 (NME/NM23 nucleoside diphosphate kinase 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79694	MANEA (mannosidase endo-alpha)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
27352	SGSM3 (small G protein signaling modulator 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
123879	DCUN1D3 (defective in cullin neddylation 1 domain containing 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55676	SLC30A6 (solute carrier family 30 member 6)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79589	RNF128 (ring finger protein 128, E3 ubiquitin protein ligase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79037	PVRIG (poliovirus receptor related immunoglobulin domain containing)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5229	PGGT1B (protein geranylgeranyltransferase type I subunit beta)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
27434	POLM (DNA polymerase mu)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
160418	TMTC3 (transmembrane and tetratricopeptide repeat containing 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9344	TAOK2 (TAO kinase 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9721	GPRIN2 (G protein regulated inducer of neurite outgrowth 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
137868	SGCZ (sarcoglycan zeta)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9204	ZMYM6 (zinc finger MYM-type containing 6)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
54541	DDIT4 (DNA damage inducible transcript 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
60468	BACH2 (BTB domain and CNC homolog 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4054	LTBP3 (latent transforming growth factor beta binding protein 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6902	TBCA (tubulin folding cofactor A)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
158078	EEF1A1P5 (eukaryotic translation elongation factor 1 alpha 1 pseudogene 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1576	CYP3A4 (cytochrome P450 family 3 subfamily A member 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
54957	TXNL4B (thioredoxin like 4B)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
22828	SCAF8 (SR-related CTD associated factor 8)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1646	AKR1C2 (aldo-keto reductase family 1 member C2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
58512	DLGAP3 (DLG associated protein 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
91607	SLFN11 (schlafen family member 11)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
10797	MTHFD2 (methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9653	HS2ST1 (heparan sulfate 2-O-sulfotransferase 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
51148	CERCAM (cerebral endothelial cell adhesion molecule)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
54014	BRWD1 (bromodomain and WD repeat domain containing 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
340069	FAM170A (family with sequence similarity 170 member A)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5775	PTPN4 (protein tyrosine phosphatase, non-receptor type 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3973	LHCGR (luteinizing hormone/choriogonadotropin receptor)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
725	C4BPB (complement component 4 binding protein beta)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
2252	FGF7 (fibroblast growth factor 7)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
63925	ZNF335 (zinc finger protein 335)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6014	RIT2 (Ras like without CAAX 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79915	ATAD5 (ATPase family, AAA domain containing 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
28962	OSTM1 (osteopetrosis associated transmembrane protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9581	PREPL (prolyl endopeptidase-like)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
117150	Pip4k2c (phosphatidylinositol-5-phosphate 4-kinase, type II, gamma)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
22880	MORC2 (MORC family CW-type zinc finger 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79132	DHX58 (DExH-box helicase 58)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
84920	ALG10 (ALG10, alpha-1,2-glucosyltransferase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
64147	KIF9 (kinesin family member 9)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
7054	TH (tyrosine hydroxylase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6506	SLC1A2 (solute carrier family 1 member 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
94240	EPSTI1 (epithelial stromal interaction 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
22837	COBLL1 (cordon-bleu WH2 repeat protein like 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55741	EDEM2 (ER degradation enhancing alpha-mannosidase like protein 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
114879	OSBPL5 (oxysterol binding protein like 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
80205	CHD9 (chromodomain helicase DNA binding protein 9)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
26140	TTLL3 (tubulin tyrosine ligase like 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55212	BBS7 (Bardet-Biedl syndrome 7)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
7844	RNF103 (ring finger protein 103)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4210	MEFV (MEFV, pyrin innate immunity regulator)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
26926	Aifm1 (apoptosis-inducing factor, mitochondrion-associated 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6469	SHH (sonic hedgehog)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5372	PMM1 (phosphomannomutase 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6091	ROBO1 (roundabout guidance receptor 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
163882	CNST (consortin, connexin sorting protein)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1446	CSN1S1 (casein alpha s1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
209416	Gpkow (G patch domain and KOW motifs)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
56267	KYAT3 (kynurenine aminotransferase 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
28966	SNX24 (sorting nexin 24)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
27132	CPNE7 (copine 7)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9098	USP6 (ubiquitin specific peptidase 6)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
58506	SCAF1 (SR-related CTD associated factor 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
54478	FAM64A (family with sequence similarity 64 member A)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
10019	SH2B3 (SH2B adaptor protein 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1678	TIMM8A (translocase of inner mitochondrial membrane 8 homolog A (yeast))	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
8744	TNFSF9 (tumor necrosis factor superfamily member 9)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9076	CLDN1 (claudin 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
54921	CHTF8 (chromosome transmission fidelity factor 8)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5106	PCK2 (phosphoenolpyruvate carboxykinase 2, mitochondrial)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
22882	ZHX2 (zinc fingers and homeoboxes 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
27221	Chaf1a (chromatin assembly factor 1, subunit A (p150))	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
57095	PITHD1 (PITH domain containing 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
115201	ATG4A (autophagy related 4A cysteine peptidase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4335	MNT (MAX network transcriptional repressor)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6855	SYP (synaptophysin)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4604	MYBPC1 (myosin binding protein C, slow type)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
50837	TAS2R7 (taste 2 receptor member 7)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
84547	PGBD1 (piggyBac transposable element derived 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
81533	ITFG1 (integrin alpha FG-GAP repeat containing 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23035	PHLPP2 (PH domain and leucine rich repeat protein phosphatase 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
93643	TJAP1 (tight junction associated protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
374659	HDDC3 (HD domain containing 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
123228	SENP8 (SUMO/sentrin peptidase family member, NEDD8 specific)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
71878	Fam83d (family with sequence similarity 83, member D)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
56256	SERTAD4 (SERTA domain containing 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
2677	GGCX (gamma-glutamyl carboxylase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23059	CLUAP1 (clusterin associated protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
8677	STX10 (syntaxin 10)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
100134938	UPK3BL (uroplakin 3B-like)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4034	LRCH4 (leucine rich repeats and calponin homology domain containing 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
259217	HSPA12A (heat shock protein family A (Hsp70) member 12A)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
84896	ATAD1 (ATPase family, AAA domain containing 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
112574	SNX18 (sorting nexin 18)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
10739	RFPL2 (ret finger protein like 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5800	PTPRO (protein tyrosine phosphatase, receptor type O)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3224	HOXC8 (homeobox C8)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
92092	ZC3HAV1L (zinc finger CCCH-type containing, antiviral 1 like)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
26119	LDLRAP1 (low density lipoprotein receptor adaptor protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9650	MTFR1 (mitochondrial fission regulator 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
343099	CCDC18 (coiled-coil domain containing 18)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9501	RPH3AL (rabphilin 3A-like (without C2 domains))	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3151	HMGN2 (high mobility group nucleosomal binding domain 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
60625	DHX35 (DEAH-box helicase 35)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
11101	ATE1 (arginyltransferase 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
18000	Sept2 (septin 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9922	IQSEC1 (IQ motif and Sec7 domain 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
10113	PREB (prolactin regulatory element binding)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5999	RGS4 (regulator of G-protein signaling 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
60506	NYX (nyctalopin)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
26278	SACS (sacsin molecular chaperone)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1337	COX6A1 (cytochrome c oxidase subunit 6A1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79073	TMEM109 (transmembrane protein 109)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
56339	METTL3 (methyltransferase like 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
538	ATP7A (ATPase copper transporting alpha)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23276	KLHL18 (kelch like family member 18)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9265	CYTH3 (cytohesin 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
90627	STARD13 (StAR related lipid transfer domain containing 13)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
26469	PTPN18 (protein tyrosine phosphatase, non-receptor type 18)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
126070	ZNF440 (zinc finger protein 440)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
8029	CUBN (cubilin)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1890	TYMP (thymidine phosphorylase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
51129	ANGPTL4 (angiopoietin like 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3628	INPP1 (inositol polyphosphate-1-phosphatase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6905	TBCE (tubulin folding cofactor E)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4783	NFIL3 (nuclear factor, interleukin 3 regulated)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
54622	ARL15 (ADP ribosylation factor like GTPase 15)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
56006	SMG9 (SMG9, nonsense mediated mRNA decay factor)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
7134	TNNC1 (troponin C1, slow skeletal and cardiac type)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
114803	MYSM1 (Myb like, SWIRM and MPN domains 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3216	HOXB6 (homeobox B6)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
128178	EDARADD (EDAR associated death domain)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5164	PDK2 (pyruvate dehydrogenase kinase 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1663	DDX11 (DEAD/H-box helicase 11)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1839	HBEGF (heparin binding EGF like growth factor)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9462	RASAL2 (RAS protein activator like 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
624	BDKRB2 (bradykinin receptor B2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55005	RMND1 (required for meiotic nuclear division 1 homolog)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3705	ITPK1 (inositol-tetrakisphosphate 1-kinase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1123	CHN1 (chimerin 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
74838	Naa15 (N(alpha)-acetyltransferase 15, NatA auxiliary subunit)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
2118	ETV4 (ETS variant 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1356	CP (ceruloplasmin)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
162989	DEDD2 (death effector domain containing 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6407	SEMG2 (semenogelin II)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
57631	LRCH2 (leucine rich repeats and calponin homology domain containing 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
51611	DPH5 (diphthamide biosynthesis 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9926	LPGAT1 (lysophosphatidylglycerol acyltransferase 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
320299	Iqcb1 (IQ calmodulin-binding motif containing 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
81030	ZBP1 (Z-DNA binding protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
83695	RHNO1 (RAD9-HUS1-RAD1 interacting nuclear orphan 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
11234	HPS5 (HPS5, biogenesis of lysosomal organelles complex 2 subunit 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1992	SERPINB1 (serpin family B member 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1466	CSRP2 (cysteine and glycine rich protein 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
84892	POMGNT2 (protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-))	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5015	OTX2 (orthodenticle homeobox 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
240641	Kif20b (kinesin family member 20B)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55007	FAM118A (family with sequence similarity 118 member A)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
29099	COMMD9 (COMM domain containing 9)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
320714	Trappc11 (trafficking protein particle complex 11)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
56650	CLDND1 (claudin domain containing 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
8140	SLC7A5 (solute carrier family 7 member 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55631	LRRC40 (leucine rich repeat containing 40)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
22915	MMRN1 (multimerin 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
13445	Cdk2ap1 (CDK2 (cyclin-dependent kinase 2)-associated protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
147923	ZNF420 (zinc finger protein 420)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
319757	Smo (smoothened, frizzled class receptor)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6617	SNAPC1 (small nuclear RNA activating complex polypeptide 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
81545	FBXO38 (F-box protein 38)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
80270	HSD3B7 (hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
142679	DUSP19 (dual specificity phosphatase 19)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
2038	EPB42 (erythrocyte membrane protein band 4.2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
18044	Nfya (nuclear transcription factor-Y alpha)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
8834	TMEM11 (transmembrane protein 11)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
235072	Sept7 (septin 7)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
19205	Ptbp1 (polypyrimidine tract binding protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
58516	FAM60A (family with sequence similarity 60 member A)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9453	GGPS1 (geranylgeranyl diphosphate synthase 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
487	ATP2A1 (ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9507	ADAMTS4 (ADAM metallopeptidase with thrombospondin type 1 motif 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
7263	TST (thiosulfate sulfurtransferase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
5912	RAP2B (RAP2B, member of RAS oncogene family)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6442	SGCA (sarcoglycan alpha)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
27350	APOBEC3C (apolipoprotein B mRNA editing enzyme catalytic subunit 3C)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
56604	TUBB7P (tubulin beta 7 pseudogene)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9079	LDB2 (LIM domain binding 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3547	IGSF1 (immunoglobulin superfamily member 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4878	NPPA (natriuretic peptide A)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
57088	PLSCR4 (phospholipid scramblase 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79659	DYNC2H1 (dynein cytoplasmic 2 heavy chain 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55679	LIMS2 (LIM zinc finger domain containing 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
91304	TMEM259 (transmembrane protein 259)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
7029	TFDP2 (transcription factor Dp-2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23423	TMED3 (transmembrane p24 trafficking protein 3)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
201266	SLC39A11 (solute carrier family 39 member 11)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23038	WDTC1 (WD and tetratricopeptide repeats 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1558	CYP2C8 (cytochrome P450 family 2 subfamily C member 8)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
84861	KLHL22 (kelch like family member 22)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
10587	TXNRD2 (thioredoxin reductase 2)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
11017	SNRNP27 (small nuclear ribonucleoprotein U4/U6.U5 subunit 27)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
55231	CCDC87 (coiled-coil domain containing 87)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
117157	SH2D1B (SH2 domain containing 1B)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
3109	HLA-DMB (major histocompatibility complex, class II, DM beta)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
51397	COMMD10 (COMM domain containing 10)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
91452	ACBD5 (acyl-CoA binding domain containing 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
25921	ZDHHC5 (zinc finger DHHC-type containing 5)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
563	AZGP1 (alpha-2-glycoprotein 1, zinc-binding)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
36	ACADSB (acyl-CoA dehydrogenase, short/branched chain)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
6066	RNU2-1 (RNA, U2 small nuclear 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
79834	PEAK1 (pseudopodium enriched atypical kinase 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
4332	MNDA (myeloid cell nuclear differentiation antigen)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23287	AGTPBP1 (ATP/GTP binding protein 1)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
23569	PADI4 (peptidyl arginine deiminase 4)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
9639	ARHGEF10 (Rho guanine nucleotide exchange factor 10)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
7294	TXK (TXK tyrosine kinase)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
1355	COX15 (COX15, cytochrome c oxidase assembly homolog)	1.00000000000865	8.65068809294858e-12	13	0	0	25	16330
